Key,Source,Context,Changes,English,French,German,Klingon,Spanish
RabbitBoiled,items,Item,KgNone,Boiled Rabbit,,,,
RabbitBoiledDesc,items,Item,KgNone,Just some Rabbit boiled in some water,Juste un peu de lapin bouilli dans un peu d'eau,Nur einige Kaninchen in etwas Wasser gekocht,,Sólo un poco de conejo hervido en un poco de agua
BearMeatRaw,items,Item,KgNone,Raw Bear,,,,
BearMeatRawDesc,items,Item,KgNone,"Raw Bear can be cooked into Grilled Bear, Boiled Bear and Bear Roasted Bear Meat Pie","Ours cru peut être cuit dans Ours grillés, Ours bouilli et Torréfaction d'ours à l'ours","Roher Bär kann in gegrillter Bär gekocht werden, gekochter Bär und Bär gebratener Bär-Fleisch-Torte",,"El oso crudo se puede cocinar en el oso asado, el oso hervido y la torta asada de la carne del oso del oso"
BearGrilled,items,Item,KgNone,Grilled Bear,,,,
BearGrilledDesc,items,Item,KgNone,Grilled Bear made as if you had it made by a professional cook,Oeuf grillé fait comme si vous l'aviez fait par un cuisinier professionnel,"Gegrillter Bär gemacht, als ob Sie hatte es von einem professionellen Koch gemacht",,Oso asado como si lo hubiera hecho un cocinero profesional
BearBoiled,items,Item,KgNone,Boiled Bear,,,,
BearBoiledDesc,items,Item,KgNone,Boiling Bear Meat just makes it so much more tender,Boiling Bear Meat le rend tellement plus tendre,Boiling Bear Meat macht es so viel zarter,Boiling Bear Meat sólo lo hace mucho más tierno,
ironBlocksSchematic,items,Item,KgNone,Iron Blocks Schematic,,,,
ironBlocksSchematicDesc,items,Item,KgNone,"Learn how to craft Iron Blocks and Frames.\n Exclusive to the Builder Class","Apprenez à fabriquer des blocs de fer et Cadres \ n exclusifs à la classe Builder","Erfahren Sie, wie Eisen-Blöcke und Frames \ n Exklusiv für Class Builder Handwerk",,"Aprende a diseñar una bloques de hierro y Marcos \ n exclusivos de Generador de clases"
tungstenBlocksSchematic,items,Item,KgNone,Tungsten Blocks Schematic,,,,
tungstenBlocksSchematicDesc,items,Item,KgNone,"Learn how to craft Tungsten Blocks and Frames.\n Exclusive to the Builders Class","Apprenez à fabriquer de tungstène blocs et Frames.\n exclusif aux constructeurs de classe","Erfahren Sie, wie Tungsten Blöcke und Frames.\n exklusiv für die Klasse Builders Handwerk",,"Aprender cómo elaborar tungsteno Bloques y Frames.\n exclusiva a los Constructores de la Clase"
ClassCrateBuilder,blocks,Block,KgNone,Builder Class Crate,,,,
ClassCrateDesc,blocks,Block,KgNone,"Reward Crate for Finishing your Class Training, Place on ground and crack it open to receive your rewards.","Récompense pour finition Crate formation de votre classe, place sur le sol et le crack ouvert pour recevoir vos récompenses.","Belohnung für Finishing Crate Schulung Ihrer Klasse, Platz auf dem Boden und reißen es offen Ihre Belohnungen zu erhalten.",,"Cajón recompensa por terminar su formación de clase, apoye en el suelo y el crack abierta para recibir sus premios."
BuilderClassLevel1,progression,Skill,KgNone,Builder Class Level 1,,,,
BuilderClassLevel1Desc,progression,Skill,KgNone,"Builder Class Level 1 Unlocks the Categorized Storage Containers Perk.  Can only become a Builder Class by completing the Builder Class Training Quests","Builder Classe Niveau 1 Débloque catégorisées Storage Containers Perk. Ne peut devenir une classe de constructeur en remplissant les quêtes de formation Builder classe","Builder Klassenstufe 1 Unlocks den kategorisierten Lagerbehälter Perk. Kann nur eine Builder-Klasse werden die Class Builder Trainings Quests durch Abschließen",,"Generador de clases de nivel 1 desbloquea el Categorized Almacenes Perk. Sólo puede convertirse en un generador de clase por completar las misiones de entrenamiento Clase Builder"
BuilderClassLevel2,progression,Skill,KgNone,Builder Class Level 2,,,,
BuilderClassLevel2Desc,progression,Skill,KgNone,"Builder Class Level 2 Unlocks the Builders Forge Recipe Perk.  Can only become a Builder Class by completing the Builder Class Training Quests","Builder Classe Niveau 2 Débloque Recette Forge Builders Perk. Ne peut devenir un constructeur Builder classe en remplissant les quêtes de classe de formation","Builder Kategorie Level 2 Unlocks die Forge Builders Rezept Perk. Kann nur einen Builder Class Builder werden durch die Trainingsklassenquests abgeschlossen",,"Generador de clases de nivel 2 desbloquea la receta Constructores Forge Perk. Sólo puede convertirse en un generador de clase, completando las misiones de entrenamiento Generador de clases"
BuilderClassLevel3,progression,Skill,KgNone,Builder Class Level 3,,,,
BuilderClassLevel3Desc,progression,Skill,KgNone,"Builder Class Level 3 Unlocks the Minibikes For Smartshits and the Minibikes For Toughshits Perks.  Can only become a Builder Class by completing the Builder Class Training Quests","Builder Classe Niveau 3 Débloque les minimoto pour les coups intelligents et les minimoto pour les coups durs Perks. Ne peut devenir une classe de constructeur en remplissant les quêtes de formation Builder classe","Builder Klassenstufe 3 Unlocks die Minibikes Für Smartshits und die Minibikes Für Toughshits Perks. Kann nur eine Builder-Klasse werden die Class Builder Trainings Quests durch Abschließen",,"Generador de clases de nivel 3 Abre las Minibikes Para Smartshits y los Minibikes Para Toughshits Perks. Sólo puede convertirse en un generador de clase por completar las misiones de entrenamiento Clase Builder"
CobblestoneConstruction,progression,Skill,KgNone,Cobblestone Construction,,,,
CobblestoneConstructionDesc,progression,Skill,KgNone,"This Perk can only be gained by doing the Builder Class Training Quests which unlocks Cobblestone Block Recipes.  Cobblestone Blocks are crafted at the Wood Working Workbench.","Perk Cela ne peut être obtenue en faisant les quêtes de classe Builder formation Recettes qui déverrouille Cobblestone Block. Cobblestone blocs sont fabriqués à l'atelier de travail du bois.","Perk Dies kann nur, indem Sie die Builder Kurs Quests Rezepte gewonnen werden, die entriegelt Cobblestone-Block. Cobblestone Blöcke werden in der Holzbearbeitungswerkbank gefertigt.",,"Este beneficio sólo puede obtenerse haciendo las misiones de entrenamiento generador de clase que abre guijarro bloque Recetas. Bloques de adoquines se hacen a mano en el Tratamiento de la madera Workbench."
HouseDoor,blocks,Block,KgNone,House Door,,,,
HouseDoorDesc,blocks,Block,KgNone,"A nice wooden door for your base, that can only be crafted by a Builder Class","Une belle porte en bois pour votre base, ne peut être conçu que par une classe Builder","Eine schöne Holztür für Ihre Basis, kann nur das von einem Builder-Klasse gefertigt werden",,"Una puerta de madera agradable para su base, no sólo se puede hacer a mano por una clase constructora"
TungstenDoor,blocks,Block,KgNone,Tungsten Door,,,,
TungstenDoorDesc,blocks,Block,KgNone,"A Strong Door for your base made from Tungsten, that can only be crafted by a Builder Class","Une porte fort pour votre base en tungstène, ne peut seulement être conçu par une classe de constructeur","Eine starke Tür für Ihre Basis aus Wolfram, das kann nur von einem Class Builder gefertigt werden",,"Una Puerta fuerte para su base hecha de tungsteno, que sólo puede ser elaborado por un Generador de clases"
SteelDoor,blocks,Block,KgNone,Steel Door,,,,
SteelDoorDesc,blocks,Block,KgNone,"A Tough Door for your base made from Steel, that can only be crafted by a Builder Class","Une porte robuste pour votre fondation fabriqué à partir de l'acier, qui ne peut être conçu par une classe Builder","Eine harte Tür für Ihr Fundament aus Stahl, Das kann nur durch eine Builder-Klasse gefertigt werden",,"Una puerta resistente por su base hecha de acero, no sólo se puede hacer a mano por una clase constructora"
ClassCrateSurvivalist,blocks,Block,KgNone,Survivalist Class Crate,,,,
SurvivalistClassLevel1,progression,Skill,KgNone,Survivalist Class Level 1,,,,
SurvivalistClassLevel1Desc,progression,Skill,KgNone,"Survivalist Class Level 1 Unlocks The Camel Perk.  Can only become a Survivalist Class by completing the Survivalist Class Training Quests","Classe Niveau Survivalist 1 Débloque Le Camel Perk. Ne peut devenir une classe Survivant en remplissant les quêtes de formation Survivalist classe","Survivalist Stufe 1 Klasse Unlocks Das Kamel Perk. Werden Sie kann nur eine Klasse von Survivalist Survivalist die Ausbildung Klasse Quests abschließen",,"Survivalist Nivel 1 Clase desbloquea el camello Perk. Sólo puede convertirse en una clase por Survivalist Survivalist completar las misiones Clase de formación"
SurvivalistClassLevel2,progression,Skill,KgNone,Survivalist Class Level 2,,,,
SurvivalistClassLevel2Desc,progression,Skill,KgNone,"Survivalist Class Level 2 Unlocks The Survivor Perk.  Can only become a Survivalist Class by completing the Survivalist Class Training Quests","Classe Niveau Survivant 2 Débloque The Survivor Perk. Ne peut devenir une classe en remplissant les quêtes de classe Survivant Survivant formation","Survivalist Kategorie Level 2 Unlocks Der Survivor Perk. Kann nur eine Klasse werden die Survivalist Survivalist Trainingsklassenquests durch Ausfüllen",,"Clase de supervivencia Nivel 2 desbloquea el superviviente Perk. Sólo puede convertirse en una clase Superviviente completando las misiones de entrenamiento Superviviente Clase"
SurvivalistClassLevel3,progression,Skill,KgNone,Survivalist Class Level 3,,,,
SurvivalistClassLevel3Desc,progression,Skill,KgNone,"Survivalist Class Level 3 Unlocks Speed Trap Recipes Perk.  Can only become a Survivalist Class by completing the Survivalist Class Training Quests","Classe Level Survivant 3 Piège Unlocks Vitesse Recettes Perk. Ne peut devenir une classe Survivant en remplissant les quêtes de formation Survivalist classe","Survivalist Klassenstufe 3 Unlocks Geschwindigkeit Trap Rezepte Perk. Werden Sie kann nur eine Klasse von Survivalist Survivalist die Ausbildung Klasse Quests abschließen",,"Survivalist Clase Nivel 3 Trampa Desbloquea velocidad Recetas Perk. Sólo puede convertirse en una clase por Survivalist Survivalist completar las misiones Clase de formación"
ClassCrateScholar,blocks,Block,KgNone,Scholar Class Crate,,,,
ScholarClassLevel1,progression,Skill,KgNone,Scholar Class Level 1,,,,
ScholarClassLevel1Desc,progression,Skill,KgNone,"Scholar Class Level 1 Unlocks Quicker Crafting Perk.  Can only become a Scholar Class by completing the Scholar Class Training Quests","Scholar Classe Niveau 1 Débloque Quicker artisanat Perk. Ne peut devenir une classe Scholar en remplissant les quêtes de formation Scholar classe","Scholar Klassenstufe 1 Unlocks Quicker Crafting Perk. Kann nur ein Gelehrter Klasse werden die Scholar Trainingsklassenquests durch Abschließen",,"Académico Clase Nivel 1 Desbloquea más rápido hacer a mano Perk. Sólo puede convertirse en una clase Académico completando la clase misiones de entrenamiento Académico"
ScholarClassLevel2,progression,Skill,KgNone,Scholar Class Level 2,,,,
ScholarClassLevel2Desc,progression,Skill,KgNone,"Scholar Class Level 2 Unlocks the Explosives Perk and Scholar Treasure Hunting Perk.  Can only become a Scholar Class by completing the Scholar Class Training Quests","Scholar Classe Niveau 2 Débloque les explosifs Perk Perk et Scholar la chasse au trésor. Ne peut devenir un chercheur en complétant les quêtes de classe de classe de formation Scholar","Scholar Kategorie Level 2 Unlocks die Sprengstoffe Perk Perk und Scholar Schatzsuche . Kann nur ein Gelehrter werden die Scholar Klasse Trainingsklassenquests durch Ausfüllen",,"Académico Clase Nivel 2 Desbloquea los explosivos Perk y Académico caza del tesoro Perk. Sólo puede convertirse en una clase Académico completando las misiones de entrenamiento de clase Académico"
ScholarClassLevel3,progression,Skill,KgNone,Scholar Class Level 3,,,,
ScholarClassLevel3Desc,progression,Skill,KgNone,"Scholar Class Level 3 Unlocks the Hazmat Armor Perk.  Can only become a Scholar Class by completing the Scholar Class Training Quests","Scholar Classe Niveau 3 Débloque Hazmat Armure Perk. Ne peut devenir une classe Scholar en remplissant les quêtes de formation Scholar classe","Scholar Klassenstufe 3 Unlocks die Hazmat Rüstung Perk. Kann nur ein Gelehrter Klasse werden die Scholar Trainingsklassenquests durch Abschließen",,"Académico Clase Nivel 3 desbloquea la Armadura de materiales peligrosos Perk. Sólo puede convertirse en una clase Académico completando la clase misiones de entrenamiento Académico"
ScholarFarming,progression,Skill,KgNone,Scholar Farming,,,,
ScholarFarmingDesc,progression,Skill,KgNone,"Learn how to craft Aloe, Yucca, Mushroom, Apple and Wheat Seeds.  Can only be purchased by a Scholar Class.","Apprenez à fabriquer Aloe, Yucca, champignons, pommes et blé Semences. Ne peut être acheté par une classe Scholar.","Erfahren Sie, wie Aloe, Yucca, Pilz, Apple und Weizensamen Handwerk . Nur dies durch eine Scholar Klasse erworben werden.",,"Aprender cómo elaborar Semillas Aloe, yuca, setas, manzana y trigo. Sólo puede ser comprado por una clase Académico."
MarksmanClassLevel1,progression,Skill,KgNone,Marksman Class Level 1,,,,
MarksmanClassLevel1Desc,progression,Skill,KgNone,"Marksman Class Level 1 Unlocks Pistol, Hunting Rifle and Sawed-off Pump Shotgun Parts Recipe Perks.  Can only become a Marksman Class by completing the Marksman Class Training Quests","Marksman Classe Niveau 1 Unlocks Pistolet, Fusil de chasse et de Perks tronçonné Recette Shotgun Pièces Pompe. Ne peut devenir une classe Marksman en remplissant les quêtes de formation Marksman classe","Klasse Marksman Unlocks Stufe 1 Pistole, Gewehr und Jagd abgesägte Schrotflinte Pumpenteile Rezept Perks. Kann nur eine Marksman-Klasse von der Klasse Marksman Ausbildung werden die Quests abschließen",,"Clase Marksman Desbloquea Nivel 1 pistola, rifle de caza y de la escopeta de cañones recortados piezas de la bomba Perks la receta. Sólo puede convertirse en una clase Tirador Tirador de Formación Clase completar las misiones"
MarksmanClassLevel2,progression,Skill,KgNone,Marksman Class Level 2,,,,
MarksmanClassLevel2Desc,progression,Skill,KgNone,"Marksman Class Level 2 Unlocks Pump Shotgun, Remington8, Desert Eagle and 44 Magnum Parts Recipe Perks.  Can only become a Marksman Class by completing the Marksman Class Training Quests","Débloque Marksman Classe Niveau 2 Pompe Shotgun, Remington8, Desert Eagle 44 Pièces Magnum et Perks de recettes. Ne peut devenir une classe Marksman en complétant les quêtes de classe Marksman formation","Unlocks Marksman Kategorie Level 2 Pump Shotgun, Remington8, Desert Eagle 44 Magnum-Teile und Rezept Perks. Kann nur eine Marksman-Klasse werden die Marksman Trainingsklassenquests durch Ausfüllen",,"Tirador Nivel Clase 2 Desbloquea la escopeta de bomba, Remington8, Desert Eagle y 44 Perks Receta Magnum de piezas. Sólo puede convertirse en una clase Marksman completando las misiones de entrenamiento Marksman Clase"
MarksmanClassLevel3,progression,Skill,KgNone,Marksman Class Level 3,,,,
MarksmanClassLevel3Desc,progression,Skill,KgNone,"Marksman Class Level 3 Unlocks MP5, Sniper Rifle, FAMAS, AK47, Baretta Shotgun, M25 Sniper Rifle and Rocket Launcher Parts Recipe Perks.  Can only become a Marksman Class by completing the Marksman Class Training Quests","Marksman Classe Niveau 3 Débloque MP5, Sniper Rifle, FAMAS, AK47, fusil de chasse Baretta, fusil de sniper M25 et Rocket Launcher Pièces Recette Perks. Ne peut devenir une classe Marksman en remplissant les quêtes de formation Marksman classe","Marksman Klasse Stufe 3 Unlocks MP5, Scharfschützengewehr , FAMAS, AK47, Schrotflinte Baretta, M25 Sniper Rifle und Raketenwerfer Teile Rezept Perks. Kann nur eine Marksman-Klasse von der Klasse Marksman Ausbildung werden die Quests abschließen",,"Tirador Clase Nivel 3 Desbloquea MP5, rifle de francotirador, FAMAS, AK47, Escopeta Baretta, M25 rifle de francotirador y Rocket Launcher Piezas Perks la receta. Sólo puede convertirse en una clase Tirador Tirador de Formación Clase completar las misiones"
